Estacao,Data,Hora,DirecaoVento,VelocidadeVentoMedia,VelocidadeVentoMaximaMedia,InsolacaoTotal,NebulosidadeMedia,NumDiasPrecipitacao,PrecipitacaoTotal,TempMinimaMedia,UmidadeRelativaMedia,Unnamed: 13,Latitude,Longitude,Bioma
82178,31/01/2016,0,0,1.041935,5.0,172.3,7.822581,,151.8,24.651613,80.548387,,-1.91,-55.51,Amazônia
82178,29/02/2016,0,0,0.746552,4.0,,7.706897,,276.5,24.455172,85.344828,,-1.91,-55.51,Amazônia
82178,31/03/2016,0,0,0.387097,3.0,114.0,8.467742,,381.5,24.148387,88.741935,,-1.91,-55.51,Amazônia
82178,30/04/2016,0,0,0.523333,3.0,119.4,8.216667,,320.7,24.146667,88.366667,,-1.91,-55.51,Amazônia
82178,31/05/2016,0,0,1.577049,5.0,,7.360656,,133.9,24.490909,84.602273,,-1.91,-55.51,Amazônia
82178,30/06/2016,0,0,1.371212,5.0,,6.030303,,70.2,24.571429,80.420455,,-1.91,-55.51,Amazônia
82178,31/07/2016,0,0,1.454688,5.0,,6.1875,,45.8,24.466667,80.2,,-1.91,-55.51,Amazônia
82178,31/08/2016,0,18,1.942647,5.0,,5.5147059999999986,,35.9,24.660870000000006,76.397727,,-1.91,-55.51,Amazônia
82178,30/09/2016,0,0,1.67619,5.0,,6.190476,,27.4,24.761905,75.18055600000002,,-1.91,-55.51,Amazônia
82178,31/10/2016,0,18,2.288333,5.0,,6.133333,,47.3,24.76,73.342105,,-1.91,-55.51,Amazônia
82178,30/11/2016,0,18,1.868333,5.0,,6.8333330000000005,,39.4,25.06,74.171053,,-1.91,-55.51,Amazônia
82178,31/01/2017,0,0,1.2,4.0,,8.0,,234.5,23.445455,84.534091,,-1.91,-55.51,Amazônia
82178,28/02/2017,0,0,0.851667,4.0,,8.533333,,276.9,23.1,85.5125,,-1.91,-55.51,Amazônia
82178,31/03/2017,0,0,1.043478,5.0,,8.028986,,434.1,23.33913,85.847826,,-1.91,-55.51,Amazônia
82178,30/04/2017,0,0,0.962295,4.0,,7.442622999999998,,231.4,23.94,84.9875,,-1.91,-55.51,Amazônia
82178,31/05/2017,0,0,1.41471,5.1444,,6.727941,,224.7,24.478261,82.326087,,-1.91,-55.51,Amazônia
82178,30/06/2017,0,0,1.430303,4.0,,6.291667,,86.1,24.427273,81.181818,,-1.91,-55.51,Amazônia
82178,31/07/2017,0,0,1.472043,5.0,263.1,5.387097,,48.0,24.374194,79.604839,,-1.91,-55.51,Amazônia
82178,31/08/2017,0,14,2.097849,5.0,282.1,4.387097,,3.8,24.729032,76.225806,,-1.91,-55.51,Amazônia
82178,30/09/2017,0,5,2.61,7.3,251.5,5.311111,,0.8,24.946667,73.908333,,-1.91,-55.51,Amazônia
82178,31/10/2017,0,5,2.508602,6.0,226.2,5.27957,,61.8,24.76129,76.104839,,-1.91,-55.51,Amazônia
82178,30/11/2017,0,14,2.156667,5.0,233.0,6.066667,,51.3,25.006667,73.533333,,-1.91,-55.51,Amazônia
82178,31/12/2017,0,0,1.397849,5.0,107.2,7.741935000000002,,281.2,23.967742,78.814516,,-1.91,-55.51,Amazônia
82178,31/01/2018,0,0,1.365591,5.0,161.6,7.043011,,106.7,23.729032,84.05645200000002,,-1.91,-55.51,Amazônia
82178,28/02/2018,0,0,1.064286,3.0,87.7,7.964286,,416.0,23.428571,87.33035699999998,,-1.91,-55.51,Amazônia
82178,31/03/2018,0,0,1.350538,4.0,179.0,7.27957,,136.2,23.929032,85.862903,,-1.91,-55.51,Amazônia
82178,30/04/2018,0,0,1.338889,4.0,124.8,7.488889,,422.9,23.69,88.108333,,-1.91,-55.51,Amazônia
82178,31/05/2018,0,14,1.6763439999999998,5.0,178.5,6.7849460000000015,,179.7,24.316129,85.362903,,-1.91,-55.51,Amazônia
82178,30/06/2018,0,14,1.912222,4.0,220.7,5.911111,,86.1,24.266667,83.7,,-1.91,-55.51,Amazônia
82178,31/07/2018,0,14,2.088,5.0,197.2,5.826667,,54.0,24.256,84.71,,-1.91,-55.51,Amazônia
82178,31/08/2018,0,14,2.503226,5.0,291.3,5.365591,,7.4,24.529032,79.524194,,-1.91,-55.51,Amazônia
82178,30/09/2018,0,5,2.4655560000000003,6.0,259.2,5.5,,45.5,24.693333,77.30833299999998,,-1.91,-55.51,Amazônia
82178,31/10/2018,0,14,2.610753,5.0,277.2,5.580645,,16.2,25.103226,73.008065,,-1.91,-55.51,Amazônia
82178,30/11/2018,0,14,2.242222,5.0,153.6,6.777778,,106.7,24.686667,78.31666700000002,,-1.91,-55.51,Amazônia
82178,31/12/2018,0,0,1.227273,3.0,,8.060606,,263.8,23.463636,85.920455,,-1.91,-55.51,Amazônia
82178,31/01/2019,0,0,1.512222,4.0,122.4,7.688889,,322.7,23.42,85.766667,,-1.91,-55.51,Amazônia
82178,28/02/2019,0,0,1.338095,4.0,105.0,8.113095,,436.4,23.75,87.54464300000002,,-1.91,-55.51,Amazônia
82178,31/03/2019,0,0,1.753521,4.11552,122.4,7.776882,,323.9,24.270968,88.08870999999998,,-1.91,-55.51,Amazônia
82178,30/04/2019,0,0,1.449531,4.0,141.8,7.555556,,387.8,24.073333,88.016667,,-1.91,-55.51,Amazônia
82178,31/05/2019,0,0,1.41828,5.0,154.4,7.344086,,152.2,24.309677,86.475806,,-1.91,-55.51,Amazônia
82178,30/06/2019,0,9,2.013975,5.0,210.4,6.158333,,46.0,24.62,82.766667,,-1.91,-55.51,Amazônia
82178,31/07/2019,0,9,2.243478,5.0,,5.449275,,13.2,24.509091,81.423913,,-1.91,-55.51,Amazônia
82178,31/08/2019,0,14,2.374194,5.0,251.7,5.344086,,48.5,24.780645,79.44354799999998,,-1.91,-55.51,Amazônia
82178,30/09/2019,0,14,2.816667,5.0,266.1,5.4222220000000005,,18.8,24.88,75.65,,-1.91,-55.51,Amazônia
