id,latitude,longitude,area(m²),bioma
189,4.76,-60.045,2453549.900976916,Amazonia
194,4.535,-60.37,4908624.86726681,Amazonia
195,4.54,-60.35,1227147.9488901703,Amazonia
196,4.53,-60.34,1227164.484739401,Amazonia
197,4.515,-60.255,7363135.221398164,Amazonia
200,4.505,-60.356111,6136003.662735712,Amazonia
202,4.41,-60.265,2454720.1503902664,Amazonia
203,4.385,-60.285,3682192.481382625,Amazonia
204,4.37,-60.3,1227424.1069317232,Amazonia
205,4.365,-60.275,4909728.261547762,Amazonia
206,4.365,-59.945,3682304.1546116574,Amazonia
207,4.35,-60.08,1227455.9043370828,Amazonia
208,4.34,-60.07,1227471.7484164988,Amazonia
209,4.29,-60.91,1227550.4226433705,Amazonia
210,4.275,-60.9,2455147.685680696,Amazonia
211,4.245,-60.198333,6138109.972681104,Amazonia
214,4.13,-61.43,1227796.0623600867,Amazonia
215,4.12,-61.42,1227811.1052884422,Amazonia
216,4.02,-51.62,1227959.5314079348,Amazonia
219,3.945,-59.69,2456136.9123162352,Amazonia
222,3.925909,-59.670455,9824777.190625647,Amazonia
227,3.84,-60.46,3684652.5583420326,Amazonia
233,3.8,-51.79,1228273.2472883065,Amazonia
234,3.79,-51.8,1228287.0881740863,Amazonia
235,3.79,-51.595,2456574.176345982,Amazonia
236,3.771667,-51.575,6141586.998391851,Amazonia
240,3.715,-61.59,2456779.4579678234,Amazonia
242,3.72,-51.74,1228382.9542693223,Amazonia
243,3.715,-51.705,3685162.4122371455,Amazonia
244,3.71,-51.73,1228396.5036974058,Amazonia
245,3.683571,-61.595,3685297.359987428,Amazonia
246,3.6875,-59.925,6142144.273620447,Amazonia
250,3.615,-60.45,2457046.80303118,Amazonia
253,3.61,-60.11,1228529.9940529636,Amazonia
254,3.6,-60.12,1228543.1426902965,Amazonia
255,3.6,-60.11,1228543.1426913918,Amazonia
256,3.6,-60.1,1228543.1426892013,Amazonia
259,3.58,-60.13,7371428.986816032,Amazonia
260,3.59,-60.11,1228556.25489131,Amazonia
263,3.57,-60.11,1228582.3699821883,Amazonia
267,3.51,-51.51,1228659.8407294913,Amazonia
269,3.5,-51.75,1228672.6249861065,Amazonia
271,3.465,-51.465,3686144.915804966,Amazonia
273,3.447,-51.503,9829938.259613913,Amazonia
278,3.42,-51.72,1228773.5871497167,Amazonia
280,3.39,-61.04,1228810.846671168,Amazonia
281,3.38,-61.03,1228823.1936240445,Amazonia
282,3.373571,-51.405,3686494.2018921045,Amazonia
284,3.319286,-60.676429,9831183.953368891,Amazonia
285,3.31,-60.03,1228908.6018691368,Amazonia
286,3.28,-60.46,1228944.658723709,Amazonia
287,3.28,-51.61,1228944.6587258994,Amazonia
288,3.296538,-60.041154,35638722.15104293,Amazonia
289,3.275,-51.335,3686857.8682949445,Amazonia
290,3.27,-60.45,1228956.6047861653,Amazonia
291,3.26,-60.44,1228968.5143969685,Amazonia
292,3.257,-60.029,8602827.09345481,Amazonia
293,3.245,-60.455,3686964.836126066,Amazonia
294,3.225,-51.345,3687035.6013113363,Amazonia
295,3.21,-60.245,4916110.063020191,Amazonia
296,3.21,-51.55,1229027.5157539523,Amazonia
297,3.21,-51.32,3687082.5472662384,Amazonia
299,3.195,-51.291667,6145219.342377463,Amazonia
300,3.179167,-60.264167,13519710.324928371,Amazonia
301,3.16,-60.23,1229085.6059083254,Amazonia
302,3.115,-61.105,4916548.413505472,Amazonia
304,3.065,-60.15,2458386.9242979176,Amazonia
305,3.06,-60.125,2458398.1049139933,Amazonia
306,3.035,-60.1375,6146139.73555177,Amazonia
307,3.03,-60.29,1229232.3756150196,Amazonia
308,3.03,-60.27,1229232.37561721,Amazonia
309,3.02,-60.28,1229243.410433245,Amazonia
310,3.02,-60.26,1229243.4104310542,Amazonia
312,2.975,-63.72,2458585.2228526636,Amazonia
315,2.935,-51.455,4917342.919883204,Amazonia
317,2.925,-51.405,3688033.9202745683,Amazonia
327,2.816429,-51.087857,8606215.587575339,Amazonia
328,2.8,-61.16,1229476.9532393683,Amazonia
330,2.79,-61.15,1229487.1495666169,Amazonia
331,2.7575,-51.07,6147617.750447453,Amazonia
332,2.695,-51.325,4918328.76681382,Amazonia
333,2.68,-60.085,2459193.8056761776,Amazonia
334,2.663889,-60.933889,7377678.859236908,Amazonia
